{25.98,901.41,0.64,2.60,0.07,1,0,-0.25,-0.20,9.54,9.55,0.50,-2.69,-2.19,0.50,-2.69,-2.19}
{25.98,901.42,0.55,2.60,0.00,1,0,-0.28,-0.16,9.51,9.52,-0.31,-0.31,-2.06,-0.31,-0.13,-2.25}
{25.99,901.41,0.64,2.60,0.00,1,0,-0.27,-0.19,9.50,9.51,0.00,-0.13,-0.50,0.00,-0.13,-0.50}
{25.99,901.40,0.73,2.60,0.03,1,0,-0.27,-0.17,9.50,9.51,-0.13,-0.06,-0.44,-0.06,-0.19,-0.50}
{25.98,901.43,0.45,2.60,0.00,1,0,-0.28,-0.19,9.49,9.50,0.19,0.56,0.50,0.19,0.56,0.50}
{25.99,901.41,0.64,2.60,0.00,1,0,-0.27,-0.17,9.52,9.53,0.06,-0.37,-0.19,0.06,-0.37,-0.19}
{25.99,901.41,0.64,2.60,-0.03,1,0,0.04,-0.15,9.89,9.89,23.75,0.19,-1.44,23.75,0.19,-1.44}
{25.99,901.40,0.73,2.60,0.07,1,0,0.66,-0.09,6.07,6.11,-7.31,56.25,-6.31,-3.87,82.37,-8.81}
{25.99,901.42,0.55,2.60,0.03,1,0,-0.22,-0.30,9.27,9.28,-0.25,0.06,-0.37,-0.25,0.06,-0.37}
{25.99,901.42,0.55,2.60,0.00,1,0,-0.16,-0.20,9.53,9.53,0.25,-0.44,-0.25,0.13,-0.13,-0.13}
{25.99,901.43,0.45,2.60,-0.09,1,0,-0.17,-0.23,9.46,9.46,-0.06,-0.13,-0.13,-0.06,-0.06,-0.06}
{25.99,901.40,0.73,2.60,-0.03,1,0,-0.18,-0.21,9.50,9.50,0.00,0.00,0.06,0.00,0.00,0.06}
{25.99,901.43,0.45,2.60,-0.06,1,0,-0.18,-0.22,9.49,9.49,0.06,0.00,-0.06,0.06,0.00,-0.06}
{25.99,901.42,0.55,2.60,-0.03,1,0,-0.15,-0.21,9.56,9.56,0.56,-0.37,-0.25,0.31,0.00,0.00}
{25.99,901.42,0.55,2.60,-0.09,1,0,-0.22,-0.19,9.34,9.34,2.56,1.25,-1.37,2.56,1.25,-1.37}
{25.99,901.41,0.64,2.60,-0.03,1,0,-0.14,-0.22,9.50,9.50,-0.13,0.56,-0.13,-0.13,0.56,-0.13}
{25.99,901.39,0.83,2.60,0.07,1,0,-0.14,-0.21,9.51,9.51,0.00,0.37,0.00,0.00,0.37,0.00}
{25.99,901.42,0.55,2.60,0.07,1,0,-0.16,-0.21,9.50,9.50,0.00,0.13,-0.13,-0.06,0.13,-0.06}
{26.00,901.42,0.55,2.60,0.03,1,0,-0.16,-0.20,9.50,9.50,0.13,-0.06,-0.06,0.00,0.19,0.00}
{25.99,901.41,0.64,2.60,-0.03,1,0,-0.16,-0.22,9.52,9.52,0.00,-0.06,0.06,0.00,-0.06,0.06}
{25.99,901.41,0.64,2.60,0.00,1,0,-0.17,-0.22,9.47,9.47,0.13,-0.06,0.00,0.13,-0.06,0.00}
{25.99,901.38,0.92,2.60,0.13,1,0,-0.16,-0.23,9.50,9.50,0.13,0.06,-0.06,0.13,0.06,-0.06}
{26.00,901.40,0.73,2.60,0.16,1,0,-0.16,-0.22,9.50,9.50,0.06,-0.13,0.13,0.06,0.00,-0.06}
{26.00,901.40,0.73,2.60,0.19,1,0,-0.22,-0.29,9.28,9.29,-4.50,11.25,0.31,-4.50,11.25,0.31}
{26.00,901.40,0.73,2.60,0.13,1,0,-0.14,-0.22,9.50,9.50,-0.19,-0.50,-0.06,-0.19,-0.50,-0.06}
{26.00,901.42,0.55,2.60,0.07,1,0,-0.15,-0.21,9.49,9.49,-0.06,0.19,-0.06,-0.06,0.19,-0.06}
{25.99,901.42,0.55,2.60,0.00,1,0,-0.14,-0.22,9.51,9.51,-0.06,0.13,-0.06,-0.06,0.13,-0.06}
